Adresse,Postnummer,Poststed,Lat,Lon
Kråkeskaret 8B,6008,ÅLESUND,62.473289366260474,6.213755309954053
Kråkeskaret 9,6008,ÅLESUND,62.47350636160117,6.211979124628389
Liljevegen 10,6008,ÅLESUND,62.47305236204697,6.211693705914479
Liljevegen 11,6008,ÅLESUND,62.473089888686346,6.210875118350743
Liljevegen 13,6008,ÅLESUND,62.473315627422856,6.210485314523547
Liljevegen 14,6008,ÅLESUND,62.473304937096195,6.211388153287787
Liljevegen 15,6008,ÅLESUND,62.473305443867815,6.21087440419965
Liljevegen 16,6008,ÅLESUND,62.473564993671935,6.211277132613343
Liljevegen 2,6008,ÅLESUND,62.472561755324605,6.212062854356843
Liljevegen 3,6008,ÅLESUND,62.47258083840583,6.211574109820871
Liljevegen 4,6008,ÅLESUND,62.47269101785721,6.21197092016868
Liljevegen 7,6008,ÅLESUND,62.47290703907783,6.211163879869897
Nørvegata 10A,6008,ÅLESUND,62.470881220626815,6.188551510854542
Nørvegata 10B,6008,ÅLESUND,62.4708652406206,6.188846038445005
Nørvegata 10C,6008,ÅLESUND,62.47084966742472,6.189214268526367
Nørvegata 11A,6008,ÅLESUND,62.470804927666954,6.201690370979578
Nørvegata 11B,6008,ÅLESUND,62.470890991104774,6.201668727851875
Nørvegata 11C,6008,ÅLESUND,62.470885950355076,6.201359294648771
Nørvegata 12A,6008,ÅLESUND,62.4708254349614,6.189659862662613
Nørvegata 12B,6008,ÅLESUND,62.47081109702611,6.189974712096842
Nørvegata 12C,6008,ÅLESUND,62.470781869671306,6.190307354079
Nørvegata 14A,6008,ÅLESUND,62.47077291258392,6.190754522626397
Nørvegata 14B,6008,ÅLESUND,62.470752648542216,6.191086320753126
Nørvegata 14C,6008,ÅLESUND,62.47074051476894,6.191410514678966
Nørvegata 16A,6008,ÅLESUND,62.47072381301066,6.191884654818479
Nørvegata 16B,6008,ÅLESUND,62.47070354627403,6.192216451701681
Nørvegata 16C,6008,ÅLESUND,62.47069185407307,6.192528037085742
Nørvegata 18A,6008,ÅLESUND,62.47067392466346,6.192976045947326
Nørvegata 18B,6008,ÅLESUND,62.47065365532413,6.193307841602033
Nørvegata 18C,6008,ÅLESUND,62.470632995481914,6.193620268051846
Nørvegata 1A,6008,ÅLESUND,62.4713514806432,6.185440551113386
Nørvegata 1B,6008,ÅLESUND,62.471415911071446,6.186390225688965
Nørvegata 1C,6008,ÅLESUND,62.471721206531726,6.187071161890834
Nørvegata 22A,6008,ÅLESUND,62.470818870600766,6.2042175896662215
Nørvegata 22B,6008,ÅLESUND,62.470533534578344,6.204321905898556
Nørvegata 23,6008,ÅLESUND,62.471511717611904,6.206520277662798
Nørvegata 24,6008,ÅLESUND,62.47101917580041,6.204800420364641
Nørvegata 27,6008,ÅLESUND,62.47161761486211,6.2077717603935945
Nørvegata 28A,6008,ÅLESUND,62.470910001680416,6.20517933593838
Nørvegata 28B,6008,ÅLESUND,62.4707579799091,6.2052129593279615
Nørvegata 28C,6008,ÅLESUND,62.470588415647256,6.205267628222076
Nørvegata 29,6008,ÅLESUND,62.471643687688925,6.208176847841907
Nørvegata 30A,6008,ÅLESUND,62.470883217763316,6.20572092362402
Nørvegata 30B,6008,ÅLESUND,62.470902712062504,6.206093237467421
Nørvegata 30C,6008,ÅLESUND,62.47092015539192,6.2064214990618725
Nørvegata 31,6008,ÅLESUND,62.47169040338462,6.208715848967315
Nørvegata 32A,6008,ÅLESUND,62.47099856635295,6.207053773601033
Nørvegata 32B,6008,ÅLESUND,62.470864691426904,6.20710102174162
Nørvegata 32C,6008,ÅLESUND,62.470754512476695,6.207142949957621
Nørvegata 33,6008,ÅLESUND,62.4715905714922,6.209113291384578
Nørvegata 34A,6008,ÅLESUND,62.47059871887233,6.207575886976287
Nørvegata 34B,6008,ÅLESUND,62.47075772091056,6.207890919336981
Nørvegata 34C,6008,ÅLESUND,62.470581128798216,6.2080432556096765
Nørvegata 34D,6008,ÅLESUND,62.47063060769294,6.20827149561549
Nørvegata 34E,6008,ÅLESUND,62.47088256294259,6.208294336083981
Nørvegata 34F,6008,ÅLESUND,62.47079225900374,6.208301608145226
Nørvegata 36A,6008,ÅLESUND,62.47106641860537,6.208056130888107
Nørvegata 36B,6008,ÅLESUND,62.47106913251721,6.208191715958455
Nørvegata 36C,6008,ÅLESUND,62.47109912990162,6.208344157700587
Nørvegata 36D,6008,ÅLESUND,62.471093265873726,6.208499949783431
Nørvegata 36E,6008,ÅLESUND,62.47110533229761,6.208654066888855
Nørvegata 36F,6008,ÅLESUND,62.47110765801881,6.208770282872103
Nørvegata 38B,6008,ÅLESUND,62.470916285464504,6.208632915028918
Nørvegata 38C,6008,ÅLESUND,62.47086326883949,6.2086766781254505
Nørvegata 38D,6008,ÅLESUND,62.47081025219953,6.208720441064706
Nørvegata 39,6008,ÅLESUND,62.47172367286447,6.210827987444971
Nørvegata 40A,6008,ÅLESUND,62.471132565235244,6.209117256300146
Nørvegata 40B,6008,ÅLESUND,62.47114424343556,6.209252004510092
Nørvegata 40C,6008,ÅLESUND,62.47114734371301,6.209406959439457
Nørvegata 40D,6008,ÅLESUND,62.47115940913839,6.209561077214679
Nørvegata 40E,6008,ÅLESUND,62.47116250907315,6.209716032263378
Nørvegata 40F,6008,ÅLESUND,62.471219970759634,6.209858537399968
Nørvegata 41,6008,ÅLESUND,62.47171774809824,6.211430123740672
Nørvegata 42A,6008,ÅLESUND,62.470943906022015,6.209115470725667
Nørvegata 42B,6008,ÅLESUND,62.47091371464002,6.209200181273702
Nørvegata 42C,6008,ÅLESUND,62.470837484893345,6.2091836259763395
Nørvegata 42D,6008,ÅLESUND,62.47100485475567,6.209794433585645
Nørvegata 42E,6008,ÅLESUND,62.470946097646674,6.2098153229325215
Nørvegata 42F,6008,ÅLESUND,62.470905526639385,6.209889965063492
Nørvegata 43,6008,ÅLESUND,62.4717831562714,6.212006198263721
Nørvegata 47A,6008,ÅLESUND,62.4717998643842,6.212392758474888
Nørvegata 47B,6008,ÅLESUND,62.47181076525143,6.2124887713472505
Nørvegata 49,6008,ÅLESUND,62.47191867363692,6.212944449679624
Nørvegata 52,6008,ÅLESUND,62.47113991292823,6.212628972638938
Nørvegata 52A,6008,ÅLESUND,62.47132624970019,6.212514563147577
Nørvegata 54,6008,ÅLESUND,62.47138655802512,6.213285164618301
Nørvegata 54A,6008,ÅLESUND,62.471178033069215,6.2131881776530955
Nørvegata 54B,6008,ÅLESUND,62.47088372454846,6.213293245825284
Nørvegata 56,6008,ÅLESUND,62.471450415073875,6.2138604106527735
Nørvegata 56A,6008,ÅLESUND,62.471206798701594,6.2137288506082795
Nørvegata 56B,6008,ÅLESUND,62.47126309674698,6.214092113443293
Nørvegata 56C,6008,ÅLESUND,62.4709397727126,6.21385077517627
Nørvegata 56D,6008,ÅLESUND,62.47100168929417,6.214252516089945
Nørvegata 56E,6008,ÅLESUND,62.47119073546573,6.21427370355984
Nørvegata 57,6008,ÅLESUND,62.47198983439075,6.214087621876093
Nørvegata 58,6008,ÅLESUND,62.47148663348481,6.214410097117574
Nørvegata 58B,6008,ÅLESUND,62.471279160131616,6.214653572214081
Nørvegata 5A,6008,ÅLESUND,62.470892939294764,6.196720145615693
Nørvegata 5B,6008,ÅLESUND,62.47089059150049,6.197050259530085
Nørvegata 5C,6008,ÅLESUND,62.47089720815197,6.1973795325794105
Nørvegata 62,6008,ÅLESUND,62.47147400785958,6.214965307383651
Nørvegata 63,6008,ÅLESUND,62.47194888115302,6.216706401489386
Nørvegata 64,6008,ÅLESUND,62.47129230965578,6.215312136910773
Nørvegata 65,6008,ÅLESUND,62.472068446324315,6.21729685319482
Nørvegata 67,6008,ÅLESUND,62.4720425653588,6.2178230329876785
Nørvegata 68A,6008,ÅLESUND,62.47152456402914,6.215698013861682
Nørvegata 68B,6008,ÅLESUND,62.47155216023684,6.216180586508566
Nørvegata 69,6008,ÅLESUND,62.472176751527094,6.218128994016175
Nørvegata 70,6008,ÅLESUND,62.4715914257188,6.216797913441291
Nørvegata 71,6008,ÅLESUND,62.472133668977854,6.218765644191004
Nørvegata 72A,6008,ÅLESUND,62.4716415858961,6.217511256312922
Nørvegata 72B,6008,ÅLESUND,62.47136327271535,6.217517765963379
Nørvegata 74A,6008,ÅLESUND,62.4717127847973,6.218108730480905
Nørvegata 74B,6008,ÅLESUND,62.47142981473751,6.218151956712111
Nørvegata 77,6008,ÅLESUND,62.472242545112266,6.220172161068717
Nørvegata 78A,6008,ÅLESUND,62.47178240149067,6.219361303015067
Nørvegata 78B,6008,ÅLESUND,62.47179750503828,6.219510681282631
Nørvegata 7A,6008,ÅLESUND,62.47088626706502,6.198176184164315
Nørvegata 7B,6008,ÅLESUND,62.47088430485883,6.1985256669963205
Nørvegata 7C,6008,ÅLESUND,62.47088273076,6.1988945188278795
Nørvegata 80,6008,ÅLESUND,62.4718186008663,6.219938170799427
Nørvegata 9A,6008,ÅLESUND,62.470893621194456,6.199436851709282
Nørvegata 9B,6008,ÅLESUND,62.47089204468705,6.1998057036690595
Nørvelia 11,6008,ÅLESUND,62.47318042754967,6.210012764775144
Nørvelia 2A,6008,ÅLESUND,62.47250226710536,6.210347486164104
Nørvelia 2B,6008,ÅLESUND,62.47255302860638,6.210476060250839
Nørvelia 4,6008,ÅLESUND,62.472730557034474,6.210423495234985
Nørvelia 5,6008,ÅLESUND,62.47284837662005,6.209578009477179
Nørvelia 8,6008,ÅLESUND,62.47298042392153,6.210341947622367
Nørvelia 9A,6008,ÅLESUND,62.47309341138064,6.20954735814454
Nørvelia 9B,6008,ÅLESUND,62.47314713522037,6.209500551639463
Nørvevika 30,6008,ÅLESUND,62.469835696830245,6.2080148459602
Nørvevika 4,6008,ÅLESUND,62.46936875691446,6.202586046540301
Nørvevika 40,6008,ÅLESUND,62.46983132535352,6.21007318276162
Nørvevika 42,6008,ÅLESUND,62.46992247286593,6.210588601674959
Nørvevika 50,6008,ÅLESUND,62.46997731141761,6.211534317271825
Nørvevika 56,6008,ÅLESUND,62.46992059499668,6.213446900573879
Nørvevika 62,6008,ÅLESUND,62.47024543625948,6.214614088226934
Nørvevika 78,6008,ÅLESUND,62.47051318508692,6.217228223115355
P.A. Musæus veg 10,6008,ÅLESUND,62.46842054229556,6.19303246771049
P.A. Musæus veg 11,6008,ÅLESUND,62.46818120879461,6.192298198865914
P.A. Musæus veg 12,6008,ÅLESUND,62.468418983128075,6.192954998387567
P.A. Musæus veg 13,6008,ÅLESUND,62.46813716260451,6.192341144428081
P.A. Musæus veg 14,6008,ÅLESUND,62.46842521967688,6.1928185849827315
P.A. Musæus veg 15,6008,ÅLESUND,62.46808415120786,6.192384932092521
P.A. Musæus veg 16,6008,ÅLESUND,62.46842405021622,6.192760482991233
P.A. Musæus veg 17,6008,ÅLESUND,62.468030749925994,6.192409352530183
P.A. Musæus veg 18,6008,ÅLESUND,62.4684127460284,6.192645121187639
P.A. Musæus veg 19,6008,ÅLESUND,62.46798553409023,6.192394196586219
P.A. Musæus veg 2,6008,ÅLESUND,62.46877680769852,6.191989988066136
P.A. Musæus veg 20,6008,ÅLESUND,62.46845016453509,6.192272930827915
P.A. Musæus veg 21,6008,ÅLESUND,62.46817302056394,6.191891488533113
P.A. Musæus veg 22,6008,ÅLESUND,62.468414303770636,6.192276299929477
P.A. Musæus veg 23,6008,ÅLESUND,62.46813793969108,6.191933592312479
P.A. Musæus veg 24,6008,ÅLESUND,62.46840104961324,6.192064101833541
P.A. Musæus veg 25,6008,ÅLESUND,62.46808453849325,6.191958013600755
P.A. Musæus veg 26,6008,ÅLESUND,62.46840728529037,6.191927688347006
P.A. Musæus veg 27,6008,ÅLESUND,62.46803152721978,6.192001801862065
P.A. Musæus veg 28,6008,ÅLESUND,62.46840416568647,6.191772749925571
P.A. Musæus veg 29,6008,ÅLESUND,62.467986311343104,6.19198664653529
P.A. Musæus veg 30,6008,ÅLESUND,62.46839208072456,6.191618654011716
P.A. Musæus veg 31,6008,ÅLESUND,62.46816405114271,6.191446044173194
P.A. Musæus veg 32,6008,ÅLESUND,62.468398705966024,6.191501607776417
P.A. Musæus veg 33,6008,ÅLESUND,62.468120395219835,6.191508358070895
P.A. Musæus veg 34,6008,ÅLESUND,62.46838506060319,6.1912700428846135
P.A. Musæus veg 35,6008,ÅLESUND,62.468066994100376,6.191532780101747
P.A. Musæus veg 37,6008,ÅLESUND,62.468013982964244,6.191576569087216
P.A. Musæus veg 39,6008,ÅLESUND,62.46797773223108,6.1915605719401565
P.A. Musæus veg 3A,6008,ÅLESUND,62.46922478615472,6.193397602895474
P.A. Musæus veg 3B,6008,ÅLESUND,62.46921920850222,6.193285580864775
P.A. Musæus veg 4,6008,ÅLESUND,62.4686774145871,6.192853108102608
P.A. Musæus veg 5,6008,ÅLESUND,62.46895143782656,6.193079624266612
P.A. Musæus veg 6,6008,ÅLESUND,62.46846731718267,6.193125094275615
P.A. Musæus veg 7,6008,ÅLESUND,62.46888010501407,6.193552025866294
P.A. Musæus veg 8,6008,ÅLESUND,62.468422880966195,6.193148671712079
Per Bolstads veg 1,6008,ÅLESUND,62.4754236443826,6.225659835027155
Per Bolstads veg 10A,6008,ÅLESUND,62.47570334345115,6.223449334623847
Per Bolstads veg 10B,6008,ÅLESUND,62.47565806193942,6.223285988022376
Per Bolstads veg 11A,6008,ÅLESUND,62.47539477409425,6.223071330304192
Per Bolstads veg 11B,6008,ÅLESUND,62.4753449894057,6.222949834852956
Per Bolstads veg 12A,6008,ÅLESUND,62.47568658368617,6.222930668740795
Per Bolstads veg 12B,6008,ÅLESUND,62.4756531005936,6.222746684447521
Per Bolstads veg 14A,6008,ÅLESUND,62.47567151103022,6.222317988862272
Per Bolstads veg 14B,6008,ÅLESUND,62.47561151923374,6.222308992008969
Per Bolstads veg 2A,6008,ÅLESUND,62.47575690666652,6.225706522041839
Per Bolstads veg 2B,6008,ÅLESUND,62.47572114836044,6.225516340974902
Per Bolstads veg 3A,6008,ÅLESUND,62.475488004752464,6.2251294483247435
Per Bolstads veg 3B,6008,ÅLESUND,62.4753832615211,6.224984299327421
Per Bolstads veg 4A,6008,ÅLESUND,62.47573022305843,6.2251597425663805
Per Bolstads veg 4B,6008,ÅLESUND,62.47576993120747,6.225006609833599
Per Bolstads veg 5,6008,ÅLESUND,62.4754094879674,6.224496658841112
Per Bolstads veg 6A,6008,ÅLESUND,62.47574977395388,6.224598382526407
Per Bolstads veg 6B,6008,ÅLESUND,62.47576771962146,6.2244439712180695
Per Bolstads veg 7A,6008,ÅLESUND,62.475418938380976,6.2240688006897
Per Bolstads veg 7B,6008,ÅLESUND,62.47537256922157,6.223995476259834
Per Bolstads veg 8A,6008,ÅLESUND,62.475783822143335,6.223899039229583
Per Bolstads veg 8B,6008,ÅLESUND,62.4757370673531,6.223806341605693
Per Bolstads veg 9,6008,ÅLESUND,62.4753637016837,6.223549912467027
Sjømannsvegen 10,6008,ÅLESUND,62.46971230286827,6.191611013496459
Sjømannsvegen 13,6008,ÅLESUND,62.46888243593356,6.191436744016735
Sjømannsvegen 13B,6008,ÅLESUND,62.468949643979066,6.191143438195174
Sjømannsvegen 13C,6008,ÅLESUND,62.46870608675213,6.191127521514827
Sjømannsvegen 13D,6008,ÅLESUND,62.46874873817926,6.191488117128674
Sjømannsvegen 14,6008,ÅLESUND,62.47026932580881,6.187230298206061
Sjømannsvegen 16,6008,ÅLESUND,62.47005657535607,6.183739016803487
Sjømannsvegen 17A,6008,ÅLESUND,62.46868501244874,6.19071891079093
Sjømannsvegen 17B,6008,ÅLESUND,62.46865921241555,6.190102538604752
Sjømannsvegen 17C,6008,ÅLESUND,62.4686393616893,6.189482891223956
Sjømannsvegen 17D,6008,ÅLESUND,62.46897492909972,6.189495962720903
Sjømannsvegen 17E,6008,ÅLESUND,62.469016427993395,6.189727822954485
Sjømannsvegen 17F,6008,ÅLESUND,62.46900735510125,6.1903430179232455
Sjømannsvegen 17G,6008,ÅLESUND,62.469048938423256,6.190579140512571
Sjømannsvegen 19,6008,ÅLESUND,62.468327744138996,6.1902082149392825
Sjømannsvegen 1B,6008,ÅLESUND,62.46972285510976,6.196443946212779
Sjømannsvegen 1C,6008,ÅLESUND,62.469354813284674,6.1970584744615245
Sjømannsvegen 1D,6008,ÅLESUND,62.46942852934232,6.194917057836142
Sjømannsvegen 21,6008,ÅLESUND,62.468051188672995,6.188844520410459
Sjømannsvegen 23,6008,ÅLESUND,62.468321925211534,6.188827397555644
Sjømannsvegen 25,6008,ÅLESUND,62.46860643065332,6.1888605940506025
Sjømannsvegen 27,6008,ÅLESUND,62.468205579508684,6.187863686275105
Sjømannsvegen 29,6008,ÅLESUND,62.46853733211994,6.187803363039188
Sjømannsvegen 31,6008,ÅLESUND,62.468844615027116,6.188329215380603
Sjømannsvegen 3A,6008,ÅLESUND,62.46912382013561,6.193906166076824
Sjømannsvegen 3B,6008,ÅLESUND,62.46913180752502,6.193812080933749
Sjømannsvegen 3C,6008,ÅLESUND,62.46915247486423,6.1936964304059465
Sjømannsvegen 47,6008,ÅLESUND,62.46858791411856,6.184847625488976
Sjømannsvegen 5A,6008,ÅLESUND,62.46943477616484,6.193888028321161
Sjømannsvegen 5B,6008,ÅLESUND,62.46945582385621,6.194041288798365
Sjømannsvegen 7,6008,ÅLESUND,62.469559511517716,6.193391198777947
Sjømannsvegen 7B,6008,ÅLESUND,62.46939789184976,6.193239203479532
Sjømannsvegen 9,6008,ÅLESUND,62.46934700608834,6.192468294291175
Stoknesvegen 10,6008,ÅLESUND,62.471733870610464,6.210335817056729
Stoknesvegen 11,6008,ÅLESUND,62.471862695862484,6.210301527787687
Stoknesvegen 13,6008,ÅLESUND,62.47191175665883,6.2102889910320265
Stoknesvegen 15,6008,ÅLESUND,62.47197669824941,6.210271090379415
Stoknesvegen 17,6008,ÅLESUND,62.472023888495144,6.210254846933786
Stoknesvegen 19,6008,ÅLESUND,62.472089765353196,6.2102387994308845
Stoknesvegen 2,6008,ÅLESUND,62.47204948582075,6.209175191201096
Stoknesvegen 21,6008,ÅLESUND,62.47214011282787,6.21022323141001
Stoknesvegen 23,6008,ÅLESUND,62.47198095599527,6.210668129582036
Stoknesvegen 25,6008,ÅLESUND,62.47200292387042,6.2110623940363645
Stoknesvegen 8,6008,ÅLESUND,62.47163978042834,6.209588293546114
Svingen 1,6008,ÅLESUND,62.47503833585301,6.224802848561777
Svingen 11A,6008,ÅLESUND,62.47466892777587,6.222488827729194
Svingen 11B,6008,ÅLESUND,62.474621400600235,6.222357392084414
Svingen 12,6008,ÅLESUND,62.47435281607874,6.222615227042392
Svingen 13,6008,ÅLESUND,62.47448113305296,6.222079318073596
Svingen 14A,6008,ÅLESUND,62.47422266057459,6.222437701392133
Svingen 14B,6008,ÅLESUND,62.474199254709795,6.222357821782168
Svingen 15,6008,ÅLESUND,62.474358024144685,6.221760836096652
Svingen 16,6008,ÅLESUND,62.47403912744443,6.2219845614780604
Svingen 17,6008,ÅLESUND,62.4741312786053,6.221199698347598
Svingen 18,6008,ÅLESUND,62.47391717582572,6.221724198654042
Svingen 1A,6008,ÅLESUND,62.47503833585301,6.224802848561777
Svingen 1B,6008,ÅLESUND,62.47506291968815,6.224684117335761
Svingen 2,6008,ÅLESUND,62.474812373324454,6.224280418754956
Svingen 20,6008,ÅLESUND,62.47389315439409,6.221266074650936
Svingen 21,6008,ÅLESUND,62.473902301841065,6.220075966393306
Svingen 23,6008,ÅLESUND,62.47382757516268,6.219481295678448
Svingen 29,6008,ÅLESUND,62.47378205938737,6.2190003519194885
Svingen 3,6008,ÅLESUND,62.47511681235785,6.2242327273819065
Svingen 4,6008,ÅLESUND,62.47478287708727,6.223700925559898
Svingen 5,6008,ÅLESUND,62.4750892436622,6.223750089125056
Svingen 6,6008,ÅLESUND,62.47466912284778,6.223400972333526
Svingen 7,6008,ÅLESUND,62.47498059891473,6.223255578679771
Svingen 8,6008,ÅLESUND,62.474548837761326,6.223179064793238
Svingen 9,6008,ÅLESUND,62.474829825070344,6.22290084250016
Volsdalsberga 1,6008,ÅLESUND,62.46891018214955,6.2012692147274295
Volsdalsberga 12,6008,ÅLESUND,62.46908706585907,6.197593083446462
Volsdalsberga 3,6008,ÅLESUND,62.4695755576869,6.198658919101011
Volsdalsberga 4,6008,ÅLESUND,62.46956937266102,6.198170722660806
Volsdalsberga 6,6008,ÅLESUND,62.46947091665929,6.19791445559254
Vågavegen 13A,6008,ÅLESUND,62.471764227005,6.222312489469245
Vågavegen 13B,6008,ÅLESUND,62.4717844722025,6.222427042649944
Vågavegen 13C,6008,ÅLESUND,62.47179536618405,6.222523059305837
Vågavegen 13D,6008,ÅLESUND,62.47179768037286,6.222639279339241
Vågavegen 15,6008,ÅLESUND,62.47184867817465,6.222945033520141
Vågavegen 17,6008,ÅLESUND,62.47187904516269,6.223116864495755
Vågavegen 2,6008,ÅLESUND,62.47165579973806,6.21867428113078
Vågavegen 21A,6008,ÅLESUND,62.47207772997722,6.223622363488624
Vågavegen 21B,6008,ÅLESUND,62.472371078382565,6.224371355794794
Vågavegen 25,6008,ÅLESUND,62.47203093331397,6.22546407054557
Vågavegen 27,6008,ÅLESUND,62.4717494097559,6.22721072739827
Vågavegen 29,6008,ÅLESUND,62.472266650555675,6.227715222828254
Vågavegen 4,6008,ÅLESUND,62.47150570550387,6.218804685670831
Vågavegen 5A,6008,ÅLESUND,62.47183626312268,6.22039625343368
Vågavegen 5B,6008,ÅLESUND,62.47181447197485,6.220524224661896
Vågavegen 7,6008,ÅLESUND,62.47178533405538,6.2208244268798865
Vågavegen 9A,6008,ÅLESUND,62.47172384390557,6.221195945577598
Vågavegen 9B,6008,ÅLESUND,62.47173152127468,6.221473123042293
Width Endresens veg 10,6008,ÅLESUND,62.47351226344309,6.214261620347548
Width Endresens veg 12,6008,ÅLESUND,62.473748890397445,6.214187159295722
Width Endresens veg 2A,6008,ÅLESUND,62.472775365541,6.214665159765058
Width Endresens veg 2B,6008,ÅLESUND,62.47277073988094,6.21481590276994
Width Endresens veg 6,6008,ÅLESUND,62.47309787353081,6.2144256222781635
Width Endresens veg 8A,6008,ÅLESUND,62.47326676141409,6.214332444002511
Width Endresens veg 8B,6008,ÅLESUND,62.47327959511295,6.214525316476989
